,Date,RF,MaxT,MinT,RH-I,RH-II,C1,C2,SS,WD1,WD2,Disease,Index,,,,,
0,01-10-08,27.88799481,30.89417858,18.20747447,97.31044592,81.46216858,4.969154284,3.758002047,3.035147723,133.4907849,196.6505402,3,3693,,,,,
0,01-10-08,11.1534538,31.26749763,23.03164766,89.37429162,80.58164352,2.333726874,3.105531494,3.280999065,223.9375879,288.2567939,3,3721,,,,,
0,01-10-08,54.07424644,30.3211393,22.97139527,92.89867326,99.29153198,5.32176165,5.040588924,2.224016613,195.977962,218.8088317,3,3701,,,,,
0,01-10-08,10.28377297,27.59364158,22.96964323,96.03669198,99.43001573,2.453637704,7.449541325,1.672579593,122.0896882,200.0463463,3,3702,,,,,
0,01-10-08,44.01802163,28.90440546,20.40328351,90.61437342,91.67350084,4.710829434,5.052323293,0.398271717,172.9769857,258.8248307,3,3703,,,,,
0,01-10-08,83.39327373,30.98280374,23.73952222,94.12285079,93.05411225,6.222086992,6.10166306,4.358961283,198.0991884,281.3676208,3,3704,,,,,
0,01-10-08,30.73040561,31.08684783,21.53758841,98.70367122,88.36432035,4.837094653,6.960480486,4.648719192,84.28685062,301.2068699,3,3605,,,,,
0,01-10-08,73.09646966,26.77641112,22.74424256,96.24704828,91.07789609,6.311274747,7.680414375,4.590650551,182.951516,135.7585818,3,3604,,,,,
0,01-10-08,8.415731389,29.63335816,22.65933772,98.70929377,91.89565471,3.384061801,3.458935887,0.49817371,492.9798606,304.5268305,3,3612,,,,,
0,01-10-08,15.48987061,29.53078442,22.80141361,95.40642269,90.09545927,5.457613118,3.219922593,3.021424497,96.81868482,332.6441863,3,3603,,,,,
0,01-10-08,21.05804915,30.13682034,22.57530609,92.22458295,76.75682988,7.562420374,4.031613014,4.619231917,356.9403904,213.060501,3,3601,,,,,
0,01-10-08,45.71811409,30.47176207,23.88982102,93.57576237,83.00964009,3.20797341,5.505781908,1.042242446,188.3058686,338.8067516,3,3600,,,,,
0,01-10-08,21.89390738,30.48363145,21.58922712,93.61537788,90.67247278,7.124621558,6.981921114,0.577412236,249.6771467,240.2100462,3,3599,,,,,
0,01-10-08,58.97212043,29.91757066,22.70352184,93.39887259,91.65756922,7.725891853,1.368180024,2.647219488,402.6634967,337.0073424,3,3598,,,,,
0,01-10-08,63.12031894,26.71716812,22.74621529,99.27442513,83.66489764,6.653309335,7.446696128,3.159185755,459.4394422,189.4321411,3,3597,,,,,
0,01-10-08,86.82376092,28.35156457,19.03559937,90.80948268,99.4767143,3.198022563,5.308921286,0.052852089,101.3522611,339.4584956,3,3596,,,,,
0,01-10-08,54.02126902,26.99600987,23.12196432,95.06286271,90.66369496,7.067638801,5.012411226,4.615616491,315.2116822,183.7173052,3,3595,,,,,
0,01-10-08,36.6448538,32.37679582,19.81363833,94.96116831,95.27866894,7.405583786,2.579953125,1.692604034,590.7458702,308.7960988,3,3602,,,,,
0,01-10-08,5.271735893,31.74751898,22.11548399,96.98295125,90.6890198,3.72517407,7.408634785,0.578798941,316.6874573,163.6598314,3,3651,,,,,
0,01-10-08,72.78893331,30.14115747,18.13759716,95.78542513,72.75982458,6.46561823,7.268105462,0.011921175,98.06556473,306.9806164,3,3652,,,,,
0,01-10-08,54.77238924,28.98078708,20.47482874,93.85182378,82.45565552,4.068784377,5.904751081,1.665343544,258.5998213,222.1860516,3,3653,,,,,
0,01-10-08,74.577993,28.14387862,21.1474697,89.4034494,81.81040277,6.9974381,5.100719197,0.469046928,46.67284275,114.3049877,3,3708,,,,,
0,01-10-08,20.34400908,31.14814114,21.38656475,95.1433622,91.0014261,4.479862024,4.337254652,3.790577633,100.593126,318.16414,3,3707,,,,,
0,01-10-08,38.31012873,29.40324463,22.96313518,99.31225487,82.24146352,6.869017417,5.547371156,0.980241674,307.1886837,174.5639313,3,3706,,,,,
0,01-10-08,60.9726919,30.10304285,21.91017068,98.64691496,81.96593828,3.927525003,5.987070802,4.062650964,245.9574633,220.8756145,3,3705,,,,,
0,01-10-08,39.04456693,28.5654401,19.25902896,95.3221401,83.35573294,6.909375533,6.358702222,2.01215257,202.4613245,89.03384574,3,3719,,,,,
0,01-10-08,48.69559185,30.72246727,19.40881958,98.82608474,93.78836431,3.371675906,6.864934349,4.839769733,420.0667778,183.7178331,3,3717,,,,,
0,01-10-08,54.27024557,29.28721604,21.3378111,98.75385282,87.29451069,7.916480922,4.040971405,2.489705757,326.9760022,260.2960908,3,3607,,,,,
0,01-10-08,51.49129747,26.10664246,20.10958504,96.34041197,85.19066636,5.940255381,4.846724196,4.05877202,158.5740566,133.0211592,3,3684,,,,,
0,01-10-08,73.40679581,30.06126169,22.4588805,96.54379688,81.83112972,7.120931028,4.356496596,4.480644897,288.5935196,259.2263064,3,3661,,,,,
0,01-10-08,30.11364025,28.4726086,20.18636878,95.35811401,87.2608226,4.508076613,7.822876602,1.93557816,101.7818431,142.423429,3,3885,,,,,
0,01-10-08,82.4511156,30.34489337,23.53935205,98.79003145,87.17098957,4.005476853,4.370710058,2.411229554,70.62581089,276.452055,3,3671,,,,,
0,01-10-08,20.35120707,30.11530817,18.88682227,95.18143784,77.9968756,5.73562592,2.501465821,4.749956638,223.2997656,116.575187,3,3673,,,,,
0,01-10-08,86.60470485,30.72700783,21.23881574,91.89679212,96.34767846,3.29116622,6.873999425,2.171153266,65.75032985,153.0162785,3,3689,,,,,
0,01-10-08,60.41138435,27.60450604,19.19330787,94.0991193,89.78028098,3.834027167,6.197282655,5.718836474,65.24313822,271.9258037,3,3688,,,,,
0,01-10-08,57.25099813,25.98741204,21.34936742,97.99162285,88.51018495,6.997513339,3.444626453,4.699047654,123.3336012,125.8281941,3,3687,,,,,
0,01-10-08,64.5480605,29.63588716,19.13378819,91.1862179,90.95489238,7.568565939,6.967127705,4.265186393,198.4750326,191.57856,3,3686,,,,,
0,01-10-08,14.6262721,27.25243929,22.31488968,96.20109055,87.31175189,7.732840485,6.887718269,2.132610324,595.3435523,250.6074077,3,3685,,,,,
0,01-10-08,46.00867409,29.05949048,23.77700396,97.36983409,76.55540905,3.749825007,5.446466109,3.956950076,208.1283423,146.484731,3,3683,,,,,
0,01-10-08,36.97627287,26.57397511,19.88040969,97.55219445,85.16412902,3.306625737,4.617000753,1.604746522,319.7460779,229.299868,3,3716,,,,,
0,01-10-08,72.51939544,31.4765997,21.77366996,97.38033474,90.14022406,4.229453329,6.093927304,3.756344556,123.9074642,214.1563512,3,3672,,,,,
0,01-10-08,64.04473197,30.90973534,20.13091598,91.27793156,85.19330968,4.280564912,4.509804686,0.686805009,114.2941884,227.8970861,3,3682,,,,,
0,01-10-08,12.80416003,27.255984,20.0645555,98.25465685,93.5336763,5.89195077,2.827932161,3.713718253,428.7106155,198.2276017,3,3680,,,,,
0,01-10-08,82.21348527,30.98339642,21.59155286,94.79935808,80.58831398,5.7028843,0.251400649,2.218633661,302.2354562,132.5788901,3,3679,,,,,
0,01-10-08,59.6589202,27.3629997,21.10742093,90.52201345,81.0919815,3.031487445,1.493908972,0.445095855,248.7851671,128.8690062,3,3678,,,,,
0,01-10-08,74.49952709,30.60514626,23.82003098,93.10493663,87.24204018,5.907897309,6.515149552,3.758769048,189.3407825,176.3199753,3,3677,,,,,
0,01-10-08,25.29612834,32.28953654,22.93415994,93.83205823,86.70942194,7.151737464,2.849840132,2.219626749,276.8032432,176.0020703,3,3676,,,,,
0,01-10-08,21.28085835,29.46546088,22.61156137,95.68034675,97.44838992,7.179056134,2.624270271,1.802167933,144.9046349,191.5274912,3,3675,,,,,
0,01-10-08,56.21806806,30.71587599,22.06705928,99.68964389,91.24738308,7.726946721,7.590521559,1.33558884,114.7081126,236.6025615,3,3674,,,,,
0,01-10-08,5.563747081,28.97566475,21.93913568,94.65398551,78.60628275,6.741605105,5.150206324,2.027834175,504.3138431,108.4378966,3,3654,,,,,
0,01-10-08,7.739812688,29.94890587,23.30402076,91.92880625,95.22598229,3.578882315,7.971098673,3.702375032,357.6222571,137.7018203,3,3655,,,,,
0,01-10-08,88.68813793,30.37219342,22.98307261,96.73935211,87.90872967,6.185708698,6.866979386,3.885833517,461.025884,169.0664004,3,3656,,,,,
0,01-10-08,25.89880381,27.89855944,23.32019311,98.82605547,79.68479575,7.869361928,3.472100055,3.020789375,273.5069862,251.9775615,3,3657,,,,,
0,01-10-08,9.88551591,28.99874545,21.58692941,96.80011949,88.95781604,1.489937169,3.935171063,1.997337361,488.738293,325.2452347,3,3715,,,,,
0,01-10-08,51.36070233,29.87853422,18.69393554,94.42360121,81.59468115,6.597534004,3.76113586,0.079142197,273.0504378,321.1000689,3,3714,,,,,
0,01-10-08,87.05081222,29.75895064,21.54729667,97.76566191,99.8741201,7.572207787,4.094447981,6.74550224,299.1988363,201.0678139,3,3713,,,,,
0,01-10-08,44.26612437,30.30689895,22.52243654,97.72275164,84.40030984,1.878017841,6.299538353,2.427189265,189.7405135,307.8904169,3,3720,,,,,
0,01-10-08,14.6055379,31.35051146,18.20827748,98.07375615,79.87627725,2.536142341,5.720673758,3.73305093,88.46859275,238.5765113,3,3692,,,,,
0,01-10-08,44.92838666,29.0741659,21.47284443,92.91907684,87.76040755,3.286514148,2.898976707,0.57769007,396.9498476,151.7574668,3,3691,,,,,
0,01-10-08,37.77001011,27.1329093,21.33309931,91.96558734,90.35000402,3.995908903,6.187054593,0.71182476,120.93079,211.4707917,3,3690,,,,,
0,01-10-08,8.207195691,28.90734771,21.39065076,92.24921622,87.08792186,4.099406567,3.094320719,1.082466081,272.1756614,172.2674656,3,3669,,,,,
0,01-10-08,49.34937589,29.3696753,19.84904292,94.55549894,95.9296731,6.159311069,6.057577449,3.254716461,261.6705179,333.9962638,3,3668,,,,,
0,01-10-08,25.29806684,29.36448483,24.09845599,95.34734902,91.0930404,3.432981582,7.69722376,1.496244146,72.78866893,249.3182885,3,3667,,,,,
0,01-10-08,62.43623889,28.92446565,20.15664658,98.83455339,92.82602516,6.525128439,4.201036293,2.096260334,240.1998611,127.5399947,3,3666,,,,,
0,01-10-08,53.30191795,28.95101804,23.49986793,98.60384966,92.98594987,6.773435602,4.837601543,2.412959615,276.3196356,142.4322891,3,3665,,,,,
0,01-10-08,5.373393602,26.93735473,20.48169534,96.7789359,80.41227561,5.217298232,1.953039874,1.310180863,212.5532003,123.2005279,3,3664,,,,,
0,01-10-08,43.26126863,31.15787888,20.9270749,98.96445916,94.75547708,6.128314403,5.804599168,0.267406451,334.747907,180.0705316,3,3663,,,,,
0,01-10-08,60.65403766,26.76101901,21.93041941,91.39981476,93.71860835,6.792283018,5.266778313,4.016349825,371.1376683,219.5665191,3,3670,,,,,
0,01-10-08,35.74992289,32.29955999,22.35126938,95.16466521,84.16888233,4.91622589,6.184025226,2.268751738,376.2433422,279.9183576,3,3662,,,,,
0,01-10-08,53.58685815,31.18959633,22.34240363,94.74256978,98.96920733,6.561270702,3.677442921,5.311600288,278.6012953,292.8320438,3,3660,,,,,
0,01-10-08,38.04065692,29.92164669,20.9107706,93.09695941,85.24893996,7.655109196,2.86759159,0.74455344,233.479411,55.07780749,3,3659,,,,,
0,01-10-08,106.655176,28.26807587,22.99439971,98.75182894,86.27492272,2.978373706,7.471773099,5.370936222,168.8813713,270.5635135,3,3658,,,,,
0,01-10-08,15.21067633,31.52428059,21.46086931,96.38865629,89.14189154,6.235924994,7.043329631,3.375011631,275.9235304,256.2536451,3,3606,,,,,
0,01-10-08,22.69864726,30.43609512,19.9171417,95.10340544,91.98507144,6.488644502,4.435692289,4.606673717,28.51781941,326.8529975,3,3608,,,,,
0,01-10-08,65.33755892,30.22443369,23.2594377,90.4685366,75.38697449,0.670338023,6.737630213,2.829294693,145.7453286,133.5084139,3,3575,,,,,
0,01-10-08,37.38894712,30.18429037,19.20591341,99.45881326,83.65466782,7.457624846,3.349186526,5.736893188,146.2717455,187.2969691,3,3628,,,,,
0,01-10-08,53.3895453,29.4661564,21.56699506,99.82051051,93.24975349,4.103186291,3.902787119,1.900055956,113.1747246,243.9721927,3,3833,,,,,
0,01-10-08,13.43129364,29.41557842,19.21265623,93.26865997,74.21149258,4.393117465,5.780774576,4.449136233,191.5839243,173.4487712,3,3832,,,,,
0,01-10-08,56.32134725,29.52070062,20.31469835,90.55402513,90.31352275,6.50311038,2.754318636,2.16682812,237.1825092,199.0069674,3,3831,,,,,
0,01-10-08,75.12280166,31.24798144,17.31927093,92.4792043,78.01547711,5.534356395,6.31869235,6.261911201,20.70987592,167.7166265,3,3830,,,,,
0,01-10-08,40.72760699,30.1280678,18.98724533,95.34075562,85.40461961,3.021952404,4.817584122,2.326283559,54.42159007,275.0910361,3,3837,,,,,
0,01-10-08,54.76898753,27.56572075,15.72899543,96.32783805,81.49289196,7.529016328,6.625431849,3.818799085,89.6771747,153.7831941,3,3731,,,,,
0,01-10-08,30.04552945,29.52070671,22.93726653,92.03093697,86.30054774,3.815739148,6.313755227,3.942742606,93.34874737,305.4383905,3,3730,,,,,
0,01-10-08,39.78977338,27.97221076,19.88128928,96.53295903,93.26719359,4.282772015,6.692281719,1.119051753,319.1662368,147.2203556,3,3729,,,,,
0,01-10-08,43.32986105,29.24200615,20.8675835,90.81527519,84.59121793,6.366230943,1.561229209,0.492958189,81.71880899,247.2769409,3,3629,,,,,
0,01-10-08,12.04164117,29.5190638,21.98500089,99.32281511,91.62769123,6.24918781,5.400461363,4.856557083,157.6470661,228.4337087,3,3627,,,,,
0,01-10-08,65.13648452,31.31183513,20.89810083,93.96999703,92.67413539,7.919776966,5.218204503,3.003268548,171.7456396,277.1726319,3,3616,,,,,
0,01-10-08,10.2725914,30.15847074,20.57822945,96.05504271,87.65389894,4.185898451,4.543077153,5.554032553,282.3009169,166.3315085,3,3626,,,,,
0,01-10-08,21.40630203,29.75287706,21.04631155,98.22610324,93.95261278,5.49317078,6.574229654,1.320427243,115.7422492,250.9319683,3,3625,,,,,
0,01-10-08,84.22622652,30.12282752,20.61783142,92.94537578,92.53663313,6.928890019,4.405251144,2.23564229,228.7669692,172.8436938,3,3624,,,,,
0,01-10-08,70.62253614,30.27736562,22.80522303,95.98661164,92.3630749,3.835592649,3.971865228,3.110443913,73.28194103,40.00459085,3,3623,,,,,
0,01-10-08,63.78873092,27.79272401,23.48443096,94.62755827,99.35150704,6.885936837,4.210237367,3.907594156,328.315073,105.1898077,3,3622,,,,,
0,01-10-08,9.683881312,29.12555682,22.29482293,96.70836241,88.31188942,6.526154913,6.164292745,1.523313342,138.1135272,147.8123384,3,3621,,,,,
0,01-10-08,9.224322071,29.36895465,22.70499554,99.76634828,80.54586363,3.141186847,4.331394408,5.940381447,51.46094595,181.3275303,3,3620,,,,,
0,01-10-08,31.46479611,32.48660505,22.55650982,92.33076815,81.17959118,3.009178867,4.293983269,2.715153139,33.93382511,323.022967,3,3619,,,,,
0,01-10-08,31.71043239,29.70947049,20.65352132,94.72032536,81.40604657,4.990484102,7.141760427,3.132886635,257.8053344,304.3422808,3,3618,,,,,
0,01-10-08,82.97793466,30.62903827,19.44992236,95.96475791,85.58118132,3.948698579,2.873479503,4.953408834,269.7847328,220.1509308,3,3834,,,,,
0,01-10-08,14.68922498,27.48219871,22.40688459,97.53842562,82.55154129,7.373652283,7.808805979,3.653426439,288.6703215,224.1592864,3,3835,,,,,
0,01-10-08,36.78956021,29.24534375,20.88773947,95.42706313,94.1326931,6.162695321,6.438394598,0.35507229,126.6355979,155.8149123,3,3836,,,,,
0,01-10-08,38.3541956,30.01996342,23.11719506,92.16791679,93.67725231,2.848295225,1.191223387,0.540170596,23.36819819,236.4627311,3,3838,,,,,
0,01-10-08,100.9175005,28.81070992,21.06461867,97.14317158,89.55406346,7.689681445,0.82453163,1.393422195,89.52262782,166.3418427,3,3817,,,,,
0,01-10-08,12.36701899,27.60575174,23.66379202,97.15169295,96.07803652,6.710102177,6.310902284,2.553431244,344.4414031,149.1456676,3,3816,,,,,
0,01-10-08,28.68744061,29.82107029,17.33476458,94.55630444,99.34285181,6.407552575,1.100410594,3.606021118,245.1057821,265.719058,3,3815,,,,,
0,01-10-08,75.37160672,29.55182596,16.63565733,92.89166015,98.73730304,2.298283214,3.602576464,1.816114791,303.992113,278.1369191,3,3814,,,,,
0,01-10-08,24.38745802,32.21810401,19.84017463,97.17965073,88.73202629,5.042649667,4.506063864,1.575191578,407.6322362,33.51760101,3,3813,,,,,
0,01-10-08,58.7342877,30.86040178,21.17386365,97.66416494,85.61749224,5.115352807,5.862127476,4.635259109,328.0137566,293.7328221,3,3812,,,,,
0,01-10-08,41.25532639,30.14557308,20.86973148,94.25977619,92.13096358,4.052637776,0.455943027,3.172669452,122.9184361,316.9129409,3,3811,,,,,
0,01-10-08,61.32082088,27.89981661,21.89499049,95.57234287,92.89256856,7.588233177,5.995797905,2.859279245,161.1095019,158.7297823,3,3826,,,,,
0,01-10-08,6.041633694,27.73652888,19.75240931,96.92259887,81.72731744,4.955006711,6.912037642,0.152644968,219.3296442,307.485141,3,3827,,,,,
0,01-10-08,17.23141046,31.75741002,19.18942515,97.23068047,80.32150517,6.58552303,7.136526908,3.745996975,218.9202291,286.2063825,3,3828,,,,,
0,01-10-08,7.874867925,30.5878191,22.18141764,95.09630169,94.01152903,4.905136321,1.685976685,2.795858969,198.1779102,312.0559473,3,3829,,,,,
0,01-10-08,12.41024569,29.41253582,22.26462111,94.98190536,87.67997806,5.526672389,3.179213016,3.477475739,167.9579542,274.4414123,3,3845,,,,,
0,01-10-08,47.66542339,30.86152871,22.63729,91.84889498,97.78821512,2.14380141,3.777024838,5.7324577,159.6750302,73.68448828,3,3844,,,,,
0,01-10-08,11.66333244,28.91333164,19.78411136,96.24952503,99.62235117,4.182173012,5.903980151,5.010705197,108.4421656,218.1831739,3,3843,,,,,
0,01-10-08,40.54331483,31.41116374,18.46579084,90.53131274,85.31134969,5.390838629,1.951386591,1.863169146,224.5907559,338.9670324,3,3842,,,,,
0,01-10-08,6.74024263,29.12180348,21.6973129,96.64187255,85.42498928,3.670059154,4.828686879,3.659359278,181.2848077,198.4858692,3,3841,,,,,
0,01-10-08,5.725323497,30.58774135,23.54036755,96.6094881,87.98462636,4.846524979,3.902516891,6.662646804,332.75481,334.8670284,3,3840,,,,,
0,01-10-08,37.43674307,29.1070524,23.80115716,93.92838644,85.95296073,7.900851544,5.588919839,1.264855117,197.507768,139.6377238,3,3839,,,,,
0,01-10-08,37.06537824,29.51685662,23.09580897,90.4908642,88.60871558,3.784260176,7.552848541,0.622115612,455.3395203,126.5983485,3,3847,,,,,
0,01-10-08,44.23228278,26.54419038,21.55415763,87.94084074,86.60088485,7.534960864,5.686977666,1.941850355,38.37538474,148.1717306,3,3617,,,,,
0,01-10-08,38.84626563,29.78461201,22.46362419,94.70398288,92.35445183,2.419449178,7.181517934,1.443393331,110.3745173,300.5073785,3,3615,,,,,
0,01-10-08,19.94191994,29.72689391,22.30270208,98.74139365,85.04990428,5.492113124,2.565194179,0.396346743,62.07750638,218.1606913,3,3609,,,,,
0,01-10-08,49.37058454,32.004057,23.92760935,93.66616478,74.52195316,3.860276232,7.251889752,1.87654831,447.2096923,268.0477538,3,3581,,,,,
0,01-10-08,41.05737528,27.90668763,20.68258625,94.0707521,86.18620528,5.950046247,7.685209052,1.552862347,196.1954641,162.9018014,3,3590,,,,,
0,01-10-08,73.64266302,28.72552356,20.20075851,99.37172858,79.3971679,4.534424476,5.33002079,3.406116719,229.4747956,305.8583519,3,3589,,,,,
0,01-10-08,33.0411226,27.69701048,23.11200854,96.81161988,94.181458,5.73534534,2.774100745,6.849664133,298.5834935,190.1089471,3,3588,,,,,
0,01-10-08,41.83211673,28.02559287,21.1677576,96.29385206,88.23703569,4.975858875,1.160739025,1.444147501,328.0725953,220.2586781,3,3587,,,,,
0,01-10-08,12.49170305,29.55742366,19.757199,96.83910244,89.24165513,4.223515682,4.521460718,3.221471634,386.4185816,257.9229092,3,3586,,,,,
0,01-10-08,37.35761471,26.67452939,20.96696482,96.99315748,87.58576725,1.604486943,3.324553654,3.199493742,104.2742762,236.2804697,3,3585,,,,,
0,01-10-08,28.68323357,28.80761573,20.17596142,96.79649924,89.31994171,6.338971957,7.489027093,4.308710964,116.3633841,307.7657718,3,3584,,,,,
0,01-10-08,22.63428489,27.39008914,20.43623254,95.77918962,76.24908154,1.169997158,6.601389376,0.612546868,362.5454122,163.4341275,3,3583,,,,,
0,01-10-08,20.30084999,28.50472465,17.1029319,94.51835861,89.87395395,6.11547091,2.539684,2.286179226,138.9059755,184.1310006,3,3582,,,,,
0,01-10-08,73.08443149,29.29785884,20.27403907,93.68224932,93.65186745,5.395223699,6.372030891,2.727393732,559.1321647,262.7744704,3,3580,,,,,
0,01-10-08,79.74744402,30.50743734,19.65066829,96.79349911,84.3927036,4.559839708,7.247874971,4.207767842,314.8065703,270.742058,3,3630,,,,,
0,01-10-08,102.9882477,29.36558017,22.84117967,95.87771111,95.71432454,7.906930009,4.61141132,3.117397885,283.5734695,139.2736559,3,3579,,,,,
0,01-10-08,51.49337358,30.2230394,18.16589954,95.937866,97.49573809,4.104995558,2.263101734,2.598153626,50.076384,234.1584131,3,3578,,,,,
0,01-10-08,29.59958166,28.59233489,21.13942241,90.57157871,83.26903937,6.651854493,5.201026482,3.288626898,261.3690787,113.7915106,3,3577,,,,,
0,01-10-08,42.50809135,30.37680033,22.09840424,97.63039091,85.74881041,2.910805277,3.124931885,0.479730966,181.4114923,123.5399084,3,3576,,,,,
0,01-10-08,77.37108566,27.63105341,18.72630186,94.88201374,83.50115486,6.044527357,5.2047416,3.454639699,305.4048719,166.6469846,3,3591,,,,,
0,01-10-08,50.56275577,28.14691489,20.98215293,96.37994512,78.79841095,4.435359183,2.806260819,0.667149196,282.9860954,213.7497094,3,3592,,,,,
0,01-10-08,18.33136866,28.15387395,20.94500334,87.52751641,91.31902762,4.202824972,7.427306954,4.369459449,510.0677289,237.5965602,3,3593,,,,,
0,01-10-08,23.33607795,29.64853661,22.44657853,97.53448255,76.14517381,5.928004892,1.862795259,3.747573945,297.67897,232.1708967,3,3594,,,,,
0,01-10-08,50.83573368,31.87103008,23.3228198,96.63186472,93.2901514,6.709688458,7.524284417,2.151354295,305.6520106,245.6783878,3,3610,,,,,
0,01-10-08,71.78757983,28.04327224,19.78350695,97.10643842,77.80055781,5.563000427,2.029296422,0.991955879,139.1431821,281.4211641,3,3611,,,,,
0,01-10-08,78.56841337,28.72944312,21.92093673,96.55714313,86.2780867,4.432482322,7.479253042,3.671255166,345.5086013,204.9408796,3,3613,,,,,
0,01-10-08,43.85041787,29.09354591,21.36508631,93.91552194,94.56134331,6.650690727,6.377677647,4.104512148,239.7989991,325.8334235,3,3650,,,,,
0,01-10-08,36.6045054,31.18371445,19.94742167,96.20646557,87.81840222,6.44752954,6.57503633,4.752595182,188.591736,182.801286,3,3641,,,,,
0,01-10-08,35.19119224,29.47982443,19.21826272,99.01955384,94.8095608,4.461637448,3.778836501,5.107915974,234.9258926,280.613531,3,3631,,,,,
0,01-10-08,46.01143515,29.08254544,20.94127296,96.55755704,73.51278158,5.17481161,7.629962107,3.247633697,105.7606531,189.8742161,3,3632,,,,,
0,01-10-08,42.42356096,29.59119076,22.739122,98.19170772,89.81370248,3.16588728,4.515005016,0.012490229,287.07396,216.9229132,3,3633,,,,,
0,01-10-08,13.0834106,31.76472528,20.23809008,95.98180919,85.24822638,6.721930226,4.532027257,4.568659427,29.7716832,297.1978752,3,3649,,,,,
0,01-10-08,56.11213051,29.39941405,21.45721053,94.25469268,94.51039529,2.049792454,3.547280057,1.577892936,216.7127127,254.6067202,3,3648,,,,,
0,01-10-08,37.94939279,28.72846587,19.80646556,95.22019058,88.36916709,5.976663973,5.040051366,3.402894277,453.262126,205.8765332,3,3647,,,,,
0,01-10-08,21.23985257,30.19350147,19.11001819,96.32840973,78.87537176,2.997971246,7.200207245,0.578894896,134.7256801,116.9345422,3,3646,,,,,
0,01-10-08,17.42195953,29.83972047,18.61681396,96.1264553,95.1258998,3.365786239,7.14107761,3.63570807,130.1532874,173.1193074,3,3645,,,,,
0,01-10-08,11.42838253,30.02234046,22.64289507,97.5590739,97.26454293,3.154693368,3.781537592,0.596848604,37.24904559,329.9017059,3,3644,,,,,
0,01-10-08,22.19437353,30.84314232,18.08160459,95.8067348,89.82649898,6.953241224,7.488395871,3.749222376,118.360553,179.8752835,3,3643,,,,,
0,01-10-08,53.15737763,30.2465778,21.44955583,97.63127838,84.13973509,7.72652783,5.744704397,5.23909385,112.4244449,121.6372438,3,3614,,,,,
0,01-10-08,25.88655915,31.37408536,20.95411186,99.93096864,87.28225844,5.819433813,4.671144669,4.758018015,222.4397416,217.0775076,3,3642,,,,,
